id;relation;mots;mots_rel;Label
3132;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('coeur', 'de', 'le', 'village', 'de', 'La Colle sur Loup');('coeur', 'village', 'La Colle sur Loup');0
3133;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('vue', 'sur', 'le', 'village', 'de', 'Saint Paul de Vence');('vue', 'village', 'Saint Paul de Vence');0
3134;(('ET', 'EG'), ('nmod',));('coeur', 'de', 'le', 'village');('coeur', 'village');1
3135;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'le', 'village');('vue', 'village');1
3136;(('TOPONYME', 'TOPONYME', 'ET'), ('flat:name', 'case'));('Colle sur Loup', 'vue', 'St Paul');('Colle sur Loup', 'St Paul', 'vue');0
3137;(('TOPONYME', 'ET'), ('case',));('vue', 'St Paul');('St Paul', 'vue');1
3138;(('ET', 'EG'), ('nmod',));('proximité', 'de', 'les', 'commerces');('proximité', 'commerces');1
3139;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proximité', 'de', 'les', 'commerces', ',', 'écoles');('proximité', 'commerces', 'écoles');1
3140;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proximité', 'de', 'les', 'commerces', ',', 'écoles', ',', 'transports');('proximité', 'commerces', 'transports');1
3141;(('ET', 'EG'), ('appos',));('PROCHE', 'COMMERCES');('PROCHE', 'COMMERCES');1
3142;(('EG', 'ADP', 'ET'), ('conj', 'flat:name'));('SECTEUR', 'MERIMEE', ',', 'AU', 'DESSUS');('SECTEUR', 'AU', 'DESSUS');1
3143;(('EG', 'ET'), ('conj',));('SECTEUR', 'MERIMEE', ',', 'AU', 'DESSUS', 'DU', 'SQUARE', 'CARNOT', ',', 'PROCHE');('SECTEUR', 'PROCHE');0
3144;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'toutes', 'les', 'commodités');('proche', 'commodités');1
3145;(('ET', 'EG', 'EG'), ('obl:arg', 'appos'));('proche', 'de', 'toutes', 'les', 'commodités', ':', 'restaurants');('proche', 'commodités', 'restaurants');0
3146;(('ET', 'ET', 'EG'), ('root', 'obl:arg'));('proche', 'de', 'toutes', 'les', 'commodités', ':', 'restaurants', ',', 'boutiques', ',', 'gare', 'de', 'Beaulieu sur mer', ',', 'bus', ',', 'plages', ',', 'tennis', ',', 'Monaco', 'à', '15', 'minutes', ',', 'aéroport', 'de', 'Nice', 'à', '45', 'min');('min', 'proche', 'commodités');0
3147;(('TOPONYME', 'ET'), ('nmod',));('Monaco', 'à', '15', 'minutes');('Monaco', 'minutes');1
3148;(('EG', 'TOPONYME', 'ET'), ('conj', 'nmod'));('restaurants', ',', 'boutiques', ',', 'gare', 'de', 'Beaulieu sur mer', ',', 'bus', ',', 'plages', ',', 'tennis', ',', 'Monaco', 'à', '15', 'minutes');('restaurants', 'Monaco', 'minutes');1
3149;(('ET', 'TOPONYME'), ('nmod',));('mètres', 'de', 'la', 'croisette');('mètres', 'croisette');1
3150;(('ET', 'EG'), ('appos',));('Vue', 'Mer');('Vue', 'Mer');1
3151;(('ET', 'ADJ', 'EG'), ('amod', 'conj'));('Vue', 'dégagée', 'et', 'mer');('Vue', 'dégagée', 'mer');1
3152;(('ET', 'ET', 'TOPONYME'), ('nmod', 'nmod'));('min', 'coeur', 'de', 'Nice');('min', 'coeur', 'Nice');1
3153;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'Nice');('coeur', 'Nice');1
3154;(('EG', 'ET'), ('nmod',));('Aéroport', 'à', '20', 'min');('Aéroport', 'min');1
3155;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('minutes', 'de', 'la', 'sortie d autoroute', 'de', 'Cannes');('minutes', 'sortie d autoroute', 'Cannes');0
3156;(('ET', 'EG'), ('nmod',));('minutes', 'de', 'la', 'sortie d autoroute');('minutes', 'sortie d autoroute');1
3157;(('ET', 'EG', 'TOPONYME'), ('obj', 'nmod'));('Proche', 'village', 'de', 'mouans sartoux');('Proche', 'village', 'mouans sartoux');0
3158;(('ET', 'EG'), ('obj',));('Proche', 'village');('Proche', 'village');1
3159;(('ET', 'EG'), ('nmod',));('Vue', 'dégagée', 'sur', 'collines');('Vue', 'collines');1
3160;(('ET', 'EG'), ('appos',));('vue', 'panoramique', '(', 'lac');('vue', 'lac');1
3161;(('ET', 'EG', 'EG'), ('appos', 'conj'));('vue', 'panoramique', '(', 'lac', 'et', 'collines');('vue', 'lac', 'collines');1
3162;(('ET', 'EG'), ('nmod',));('mètres', 'de', 'toutes', 'les', 'commodités');('mètres', 'commodités');1
3163;(('ET', 'EG', 'EG'), ('nmod', 'nmod'));('mètres', 'de', 'toutes', 'les', 'commodités', 'de', 'le', 'centre');('mètres', 'commodités', 'centre');0
3164;(('ET', 'EG', 'EG'), ('nmod', 'appos'));('mètres', 'de', 'toutes', 'les', 'commodités', 'de', 'le', 'centre', '(', 'supermarchés');('mètres', 'commodités', 'supermarchés');0
3165;(('ET', 'EG'), ('nmod',));('mètres', 'de', 'le', 'bassin');('mètres', 'bassin');1
3166;(('ET', 'EG'), ('nmod',));('vue', 'dégagée', 'château');('vue', 'château');1
3167;(('EG', 'ET'), ('nmod',));('Port', 'à', '50', 'mètres');('Port', 'mètres');1
3168;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proche', 'centre ville', 'et', 'parking');('proche', 'centre ville', 'parking');1
3169;(('ET', 'EG'), ('nmod',));('proche', 'centre ville');('proche', 'centre ville');1
3170;(('ET', 'EG'), ('nmod',));('vue', 'montagne');('vue', 'montagne');1
3171;(('ET', 'ADJ', 'EG'), ('amod', 'conj'));('Vue', 'panoramique', 'et', 'mer');('Vue', 'panoramique', 'mer');1
3172;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('m', 'de', 'la', 'Rue', 'd', 'Antibes');('m', 'Rue', 'Antibes');0
3173;(('ET', 'EG'), ('nmod',));('m', 'de', 'la', 'Rue');('m', 'Rue');1
3174;(('TOPONYME', 'ET'), ('conj',));('CANNES', 'VENTE', '2', 'PIÈCES', 'PROCHE', 'CENTRE', 'AU', 'CALME', 'ABSOLU', 'DANS', 'RÉSIDENCE', 'STANDING', 'Cannes', 'Basse Californie', ',', 'en', 'Co', 'Exclusivité', ',', 'lumineux', '2', 'pièces', 'en', 'étage', 'élevé', 'dans', 'résidence', 'recherché', 'à', 'le', 'calme', 'absolu', 'et', 'à', '300', 'm');('CANNES', 'm');0
3175;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('vue', 'panoramique', 'spectaculaire', 'sur', 'la', 'baie', 'de', 'Beaulieu');('vue', 'baie', 'Beaulieu');0
3176;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'le', 'centre ville');('proche', 'centre ville');1
3177;(('ET', 'EG'), ('nmod',));('vue', 'panoramique', 'spectaculaire', 'sur', 'la', 'baie');('vue', 'baie');1
3178;(('ET', 'EG'), ('nmod',));('vue', 'mer');('vue', 'mer');1
3179;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('pieds', 'de', 'les', 'commerces', 'de', 'Saint Antoine');('pieds', 'commerces', 'Saint Antoine');0
3180;(('ET', 'EG'), ('nmod',));('pieds', 'de', 'les', 'commerces');('pieds', 'commerces');1
3181;(('EG', 'ET'), ('nmod',));('quartier', 'très', 'recherché', 'sur', 'les', 'hauteurs', 'de', 'Nice', 'Ouest', 'à', 'le', 'pieds');('quartier', 'pieds');0
3182;(('ET', 'EG'), ('nmod',));('vue', 'dégagée', 'sur', 'les', 'collines');('vue', 'collines');1
3183;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('vue', 'dégagée', 'sur', 'les', 'collines', 'avoisinante', 'et', 'la', 'mer');('vue', 'collines', 'mer');1
3184;(('ET', 'EG'), ('nmod',));('minutes', 'à', 'pied', 'de', 'les', 'commerces');('minutes', 'commerces');1
3185;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('minutes', 'à', 'pied', 'de', 'les', 'commerces', 'et', 'commodités');('minutes', 'commerces', 'commodités');1
3186;(('ET', 'EG'), ('advmod',));('parking gratuit', 'à', '50', 'm');('m', 'parking gratuit');1
3187;(('ET', 'EG'), ('obj',));('Proche', 'tous', 'commerces');('Proche', 'commerces');1
3188;(('ET', 'EG'), ('conj',));('Proche', 'tous', 'commerces', ',', 'gare');('Proche', 'gare');0
3189;(('ET', 'EG', 'EG'), ('conj', 'conj'));('Proche', 'tous', 'commerces', ',', 'gare', 'à', '300', 'm', 'et', 'arret de bus');('Proche', 'gare', 'arret de bus');0
3190;(('EG', 'ET'), ('nmod',));('gare', 'à', '300', 'm');('gare', 'm');1
3191;(('EG', 'EG', 'ET'), ('conj', 'nmod'));('gare', 'à', '300', 'm', 'et', 'arret de bus', 'à', '200', 'm');('gare', 'arret de bus', 'm');0
3192;(('EG', 'ET'), ('nmod',));('arret de bus', 'à', '200', 'm');('arret de bus', 'm');1
3193;(('ET', 'ET', 'EG'), ('conj', 'appos'));('Vue', 'dégagée', 'et', 'aperçu', 'Mer');('Vue', 'aperçu', 'Mer');0
3194;(('ET', 'EG'), ('appos',));('aperçu', 'Mer');('aperçu', 'Mer');1
3195;(('ET', 'EG'), ('nmod',));('pas', 'de', 'la', 'mer');('pas', 'mer');1
3196;(('EG', 'ET'), ('nmod',));('impasse', 'tranquille', 'à', 'deux', 'pas');('impasse', 'pas');1
3197;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'la', 'coulée verte');('vue', 'coulée verte');1
3198;(('ET', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('pas', 'de', 'la', 'nouvelle', 'Halle', 'Gare de');('pas', 'Halle', 'Gare de');0
3199;(('ET', 'EG'), ('nmod',));('pas', 'de', 'la', 'nouvelle', 'Halle');('pas', 'Halle');1
3200;(('TOPONYME', 'TOPONYME', 'ET'), ('root', 'appos'));('LIBERATION', 'GARE DU SUD', 'A', 'deux', 'pas', 'de', 'la', 'nouvelle', 'Halle', 'Gare de', 'le Sud');('le Sud', 'LIBERATION', 'pas');0
3201;(('TOPONYME', 'ET'), ('appos',));('LIBERATION', 'GARE DU SUD', 'A', 'deux', 'pas');('LIBERATION', 'pas');1
3202;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'Cimiez');('coeur', 'Cimiez');1
3203;(('ET', 'EG'), ('nmod',));('vue', 'dégagée', 'verdure');('vue', 'verdure');1
3204;(('TOPONYME', 'EG', 'ET'), ('appos', 'nmod'));('NICE', 'CIMIEZ', ':', 'Situation', 'exceptionnelle', 'en', 'plein', 'coeur');('NICE', 'Situation', 'coeur');0
3205;(('EG', 'ET'), ('nmod',));('Situation', 'exceptionnelle', 'en', 'plein', 'coeur');('Situation', 'coeur');1
3206;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'le', 'Vieux Nice');('coeur', 'Vieux Nice');1
3207;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('mn', 'à', 'pied', 'de', 'la', 'gare', 'de', 'Monaco');('mn', 'gare', 'Monaco');0
3208;(('ET', 'EG'), ('nmod',));('Vue', 'mer');('Vue', 'mer');1
3209;(('ET', 'EG'), ('nmod',));('mn', 'à', 'pied', 'de', 'la', 'gare');('mn', 'gare');1
3210;(('ET', 'ADP', 'EG'), ('case', 'obl:arg'));('à', 'proximité', 'de', 'les', 'commerces');('proximité', 'à', 'commerces');1
3211;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('vue', 'mer', 'panoramique', 'Baie', 'de', 'Cannes');('vue', 'Baie', 'Cannes');0
3212;(('ET', 'EG'), ('flat:name',));('VUE', 'MER');('VUE', 'MER');1
3213;(('ET', 'EG'), ('appos',));('vue', 'mer');('vue', 'mer');1
3214;(('ET', 'EG'), ('nmod',));('vue', 'mer', 'panoramique', 'Baie');('vue', 'Baie');1
3215;(('ET', 'TOPONYME'), ('nmod',));('vue', 'sur', 'la', 'mer', 'sur', 'le', 'Cap Ferrat');('vue', 'Cap Ferrat');1
3216;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'la', 'mer');('vue', 'mer');1
3217;(('ET', 'EG'), ('appos',));('vue', 'mer');('vue', 'mer');1
3218;(('ET', 'EG'), ('nmod',));('Proche', 'de', 'la', 'gare');('Proche', 'gare');1
3219;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'les', 'commerces');('proche', 'commerces');1
3220;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'les', 'commerces', ',', 'des', 'écoles');('proche', 'commerces', 'écoles');1
3221;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'les', 'commerces', ',', 'des', 'écoles', 'et', 'de', 'les', 'axes de transports');('proche', 'commerces', 'axes de transports');1
3222;(('ET', 'EG', 'TOPONYME'), ('conj', 'nmod'));('Vues', 'Mer', 'et', 'ou', 'sur', 'les', 'Collines', 'de', 'Nice');('Vues', 'Collines', 'Nice');0
3223;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('coeur', 'de', 'le', 'quartier', 'très', 'recherché', 'de', 'Saint Antoine de Ginestière');('coeur', 'quartier', 'Saint Antoine de Ginestière');0
3224;(('ET', 'EG'), ('flat:name',));('Vues', 'Mer');('Vues', 'Mer');1
3225;(('ET', 'EG'), ('conj',));('Vues', 'Mer', 'et', 'ou', 'sur', 'les', 'Collines');('Vues', 'Collines');1
3226;(('ET', 'EG'), ('nmod',));('coeur', 'de', 'le', 'quartier');('coeur', 'quartier');1
3227;(('ET', 'EG'), ('appos',));('vues', 'mer');('vues', 'mer');1
3228;(('ET', 'EG'), ('conj',));('vues', 'mer', 'ou', 'sur', 'les', 'sommets');('vues', 'sommets');1
3229;(('ET', 'EG', 'EG'), ('conj', 'nmod'));('vues', 'mer', 'ou', 'sur', 'les', 'sommets', 'enneigés', 'de', 'l', 'arrière pays Niçois');('vues', 'sommets', 'arrière pays Niçois');0
3230;(('EG', 'VERB', 'ET'), ('acl', 'obl:mod'));('centre médical', 'pour', 'palier', 'les', 'premières', 'nécessités', ',', 'le', 'tout', ',', 'à', '100', 'mètres');('centre médical', 'palier', 'mètres');1
3231;(('ET', 'EG', 'TOPONYME'), ('conj', 'nmod'));('Vues', 'Mer', 'et', 'ou', 'sur', 'les', 'Collines', 'de', 'Nice');('Vues', 'Collines', 'Nice');0
3232;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('coeur', 'de', 'le', 'quartier', 'très', 'recherché', 'de', 'Saint Antoine de Ginestière');('coeur', 'quartier', 'Saint Antoine de Ginestière');0
3233;(('ET', 'EG'), ('flat:name',));('Vues', 'Mer');('Vues', 'Mer');1
3234;(('ET', 'EG'), ('conj',));('Vues', 'Mer', 'et', 'ou', 'sur', 'les', 'Collines');('Vues', 'Collines');1
3235;(('ET', 'EG'), ('nmod',));('coeur', 'de', 'le', 'quartier');('coeur', 'quartier');1
3236;(('ET', 'EG'), ('appos',));('vues', 'mer');('vues', 'mer');1
3237;(('ET', 'EG'), ('conj',));('vues', 'mer', 'ou', 'sur', 'les', 'sommets');('vues', 'sommets');1
3238;(('ET', 'EG', 'EG'), ('conj', 'nmod'));('vues', 'mer', 'ou', 'sur', 'les', 'sommets', 'enneigés', 'de', 'l', 'arrière pays Niçois');('vues', 'sommets', 'arrière pays Niçois');0
3239;(('EG', 'VERB', 'ET'), ('acl', 'obl:mod'));('centre médical', 'pour', 'palier', 'les', 'premières', 'nécessités', ',', 'le', 'tout', ',', 'à', '100', 'mètres');('centre médical', 'palier', 'mètres');1
3240;(('ET', 'EG', 'TOPONYME'), ('conj', 'nmod'));('Vues', 'Mer', 'et', 'ou', 'sur', 'les', 'Collines', 'de', 'Nice');('Vues', 'Collines', 'Nice');0
3241;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('coeur', 'de', 'le', 'quartier', 'très', 'recherché', 'de', 'Saint Antoine de Ginestière');('coeur', 'quartier', 'Saint Antoine de Ginestière');0
3242;(('ET', 'EG'), ('flat:name',));('Vues', 'Mer');('Vues', 'Mer');1
3243;(('ET', 'EG'), ('conj',));('Vues', 'Mer', 'et', 'ou', 'sur', 'les', 'Collines');('Vues', 'Collines');1
3244;(('ET', 'EG'), ('nmod',));('coeur', 'de', 'le', 'quartier');('coeur', 'quartier');1
3245;(('ET', 'EG'), ('appos',));('vues', 'mer');('vues', 'mer');1
3246;(('ET', 'EG'), ('conj',));('vues', 'mer', 'ou', 'sur', 'les', 'sommets');('vues', 'sommets');1
3247;(('ET', 'EG', 'EG'), ('conj', 'nmod'));('vues', 'mer', 'ou', 'sur', 'les', 'sommets', 'enneigés', 'de', 'l', 'arrière pays Niçois');('vues', 'sommets', 'arrière pays Niçois');0
3248;(('EG', 'VERB', 'ET'), ('acl', 'obl:mod'));('centre médical', 'pour', 'palier', 'les', 'premières', 'nécessités', ',', 'le', 'tout', ',', 'à', '100', 'mètres');('centre médical', 'palier', 'mètres');1
3249;(('ET', 'EG'), ('nmod',));('proches', 'de', 'les', 'commerces');('proches', 'commerces');1
3250;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proches', 'de', 'les', 'commerces', ',', 'transports');('proches', 'commerces', 'transports');1
3251;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proches', 'de', 'les', 'commerces', ',', 'transports', 'et', 'écoles');('proches', 'commerces', 'écoles');1
3252;(('EG', 'ET'), ('appos',));('secteur', 'recherché', ',', 'proches');('secteur', 'proches');0
3253;(('ET', 'EG'), ('obj',));('proche', 'toutes', 'commodités');('proche', 'commodités');1
3254;(('ET', 'TOPONYME'), ('nsubj',));('proche', 'Gambetta');('proche', 'Gambetta');1
3255;(('ET', 'EG'), ('obj',));('proche', 'tout', 'commerce');('proche', 'commerce');1
3256;(('TOPONYME', 'ET'), ('flat:name',));('parc impérial', 'proche');('parc impérial', 'proche');1
3257;(('EG', 'TOPONYME', 'ET'), ('flat:name', 'flat:name'));('Bd', 'parc impérial', 'proche');('Bd', 'parc impérial', 'proche');0
3258;(('ET', 'EG'), ('nmod',));('vue', 'mer');('vue', 'mer');1
3259;(('EG', 'ADP', 'ET'), ('advmod', 'fixed'));('écoles', 'à', 'proximité');('écoles', 'à', 'proximité');0
3260;(('ET', 'TOPONYME'), ('nmod',));('mn', 'De', 'Sophia Antipolis');('mn', 'Sophia Antipolis');1
3261;(('ET', 'TOPONYME'), ('nmod',));('mn', 'de', 'Cannes');('mn', 'Cannes');1
3262;(('ET', 'TOPONYME', 'TOPONYME'), ('nmod', 'conj'));('mn', 'de', 'Cannes', 'et', 'de', 'Nice');('mn', 'Cannes', 'Nice');1
3263;(('ET', 'NOUN', 'EG'), ('nmod', 'conj'));('ouverture', 'privilégié', 'sur', 'la', 'nature', ',', 'sur', 'le', 'Parc');('ouverture', 'nature', 'Parc');1
3264;(('ET', 'EG'), ('nmod',));('mn', 'de', 'les', 'plages de sables fins');('mn', 'plages de sables fins');1
3265;(('ET', 'EG'), ('appos',));('m', 'centre commerciaux');('m', 'centre commerciaux');1
3266;(('TOPONYME', 'ET'), ('nmod',));('Sophia Antipolis', '20', 'mn');('Sophia Antipolis', 'mn');1
3267;(('EG', 'NOUN', 'ET'), ('appos', 'nmod'));('Situation', 'près', 'des', 'grands', 'axes routiers', 'autoroute', 'toutes', 'directions', 'à', '2,5', 'kms');('Situation', 'directions', 'kms');0
3268;(('EG', 'ET'), ('nmod',));('Situation', 'près', 'des', 'grands', 'axes routiers', 'autoroute', 'toutes', 'directions', 'à', '2,5', 'kms', '.', 'à', '10', 'mn');('Situation', 'mn');0
3269;(('ET', 'NOUN', 'EG'), ('nmod', 'nmod'));('pas', 'de', 'le', 'cœur', 'de', 'le', 'village');('pas', 'cœur', 'village');1
3270;(('ET', 'EG'), ('nmod',));('pas', 'de', 'la', 'piscine');('pas', 'piscine');1
3271;(('ET', 'EG'), ('nmod',));('pas', 'de', 'le', 'cœur');('pas', 'cœur');1
3272;(('ET', 'EG', 'EG'), ('nmod', 'nmod'));('pas', 'de', 'le', 'cœur', 'de', 'le', 'vlllage');('pas', 'cœur', 'vlllage');1
3273;(('EG', 'ET'), ('nmod',));('situation', 'idéale', ':', 'à', 'deux', 'pas');('situation', 'pas');0
3274;(('ET', 'EG'), ('appos',));('vue', 'MER');('vue', 'MER');1
3275;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'la', 'mer');('vue', 'mer');1
3276;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'la', 'ville');('vue', 'ville');1
3277;(('ET', 'EG', 'TOPONYME'), ('obl:arg', 'conj'));('proche', 'de', 'toute', 'commodités', 'et', 'des', 'axes a8', 'ou', 'cannes');('proche', 'commodités', 'cannes');1
3278;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'toute', 'commodités');('proche', 'commodités');1
3279;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'toute', 'commodités', 'et', 'des', 'axes a8');('proche', 'commodités', 'axes a8');1
3280;(('ET', 'EG'), ('flat:name',));('aperçu', 'mer');('aperçu', 'mer');1
3281;(('EG', 'ET'), ('amod',));('environnement', 'calme', ',', 'proche');('environnement', 'proche');1
3282;(('EG', 'EG', 'ET'), ('nmod', 'case'));('Localisation', 'idéale', 'proche', 'tramway');('Localisation', 'tramway', 'proche');1
3283;(('EG', 'ET'), ('case',));('proche', 'tramway');('tramway', 'proche');1
3284;(('ET', 'EG'), ('appos',));('vue', 'mer');('vue', 'mer');1
3285;(('ET', 'EG'), ('nmod',));('m', 'de', 'les', 'PLAGES');('m', 'PLAGES');1
3286;(('ET', 'EG'), ('conj',));('m', 'de', 'les', 'PLAGES', ',', 'à', 'proximité', 'immédiate', 'de', 'les', 'écoles', ',', 'des', 'commerces');('m', 'commerces');0
3287;(('ET', 'EG'), ('nmod',));('proximité', 'immédiate', 'de', 'les', 'écoles');('proximité', 'écoles');1
3288;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proximité', 'immédiate', 'de', 'les', 'écoles', ',', 'des', 'commerces', 'et', 'de', 'les', 'transports en commun');('proximité', 'écoles', 'transports en commun');1
3289;(('ET', 'EG'), ('conj',));('vue', 'DÉGAGÉE', 'et', 'sur', 'LA', 'MER');('vue', 'MER');1
3290;(('EG', 'ADP', 'ET'), ('advmod', 'fixed'));('PARKING PUBLIC', 'à', 'proximité');('PARKING PUBLIC', 'à', 'proximité');1
3291;(('ET', 'EG', 'TOPONYME'), ('nmod', 'appos'));('minutes', 'à', 'pieds', 'de', 'l', 'arrêt de TRAMWAY', 'GARE THIERS');('minutes', 'arrêt de TRAMWAY', 'GARE THIERS');0
3292;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('minutes', 'de', 'la', 'gare', 'de', 'Nice Ville');('minutes', 'gare', 'Nice Ville');0
3293;(('ET', 'EG'), ('nmod',));('minutes', 'à', 'pieds', 'de', 'l', 'arrêt de TRAMWAY');('minutes', 'arrêt de TRAMWAY');1
3294;(('ET', 'EG'), ('nmod',));('accès', 'direct', 'à', 'les', 'transports en commun');('accès', 'transports en commun');1
3295;(('ET', 'EG'), ('nmod',));('minutes', 'de', 'la', 'gare');('minutes', 'gare');1
3296;(('EG', 'ET'), ('conj',));('Emplacement', 'idéal', 'avec', 'les', 'COMMERCES', 'à', 'proximité', ',', 'un', 'accès');('Emplacement', 'accès');0
3297;(('EG', 'ET'), ('conj',));('Emplacement', 'idéal', 'avec', 'les', 'COMMERCES', 'à', 'proximité', ',', 'un', 'accès', 'direct', 'à', 'les', 'transports en commun', ',', 'et', 'à', 'cinq', 'minutes');('Emplacement', 'minutes');0
3298;(('EG', 'ADP', 'ET'), ('advmod', 'fixed'));('COMMERCES', 'à', 'proximité');('COMMERCES', 'à', 'proximité');1
3299;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('vue', 'imprenable', 'sur', 'la', 'Baie', 'de', 'les Anges');('vue', 'Baie', 'les Anges');0
3300;(('ET', 'EG'), ('nmod',));('vue', 'imprenable', 'sur', 'la', 'Baie');('vue', 'Baie');1
3301;(('ET', 'EG'), ('obj',));('Proche', 'toutes', 'commodités');('Proche', 'commodités');1
3302;(('ET', 'EG'), ('nmod',));('min', 'de', 'l', 'aéroport');('min', 'aéroport');1
3303;(('ET', 'EG'), ('nmod',));('vue', 'mer');('vue', 'mer');1
3304;(('EG', 'ET'), ('advmod',));('pas', 'des', 'commerces');('commerces', 'pas');1
3305;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('cœur', 'de', 'la', 'Baie', 'de', 'les Anges');('cœur', 'Baie', 'les Anges');0
3306;(('ET', 'EG'), ('nmod',));('cœur', 'de', 'la', 'Baie');('cœur', 'Baie');1
3307;(('ET', 'TOPONYME'), ('nmod',));('cœur', 'de', 'le', 'Carré d Or');('cœur', 'Carré d Or');1
3308;(('ET', 'EG'), ('nmod',));('pas', 'de', 'la', 'Gare');('pas', 'Gare');1
3309;(('ET', 'EG'), ('obl:arg',));('Proche', 'transport en commun');('Proche', 'transport en commun');1
3310;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('Proche', 'transport en commun', ',', 'et', 'toutes', 'commodités');('Proche', 'transport en commun', 'commodités');1
3311;(('EG', 'ET'), ('nmod',));('Parkings publics', 'à', '2', 'mn');('Parkings publics', 'mn');1
3312;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'toutes', 'commodités');('proche', 'commodités');1
3313;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'toutes', 'commodités', ',', 'écoles');('proche', 'commodités', 'écoles');1
3314;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'toutes', 'commodités', ',', 'écoles', 'et', 'transports');('proche', 'commodités', 'transports');1
